text,replies,retweets,favorites,user,party,state,year,month
"Proud to vote for the #ECHO Act today, an important bill that shows the positive impact tele-med has on rural communities in Arkansas.",2,3,19,SENTOMCOTTON,R,AR,2016,November
Joining KARN @newsradio1029 shortly. Tune in!,1,0,5,SENTOMCOTTON,R,AR,2016,November
GOP Senator: Castro is in hell via @thehill https://t.co/yGOYbRHUcw,18,24,86,SENTOMCOTTON,R,AR,2016,November
"""Cotton recognizes the Trail of Tears as part of national park initiative via Newton County Times_ https://t.co/J5Qgo70iiy",4,9,35,SENTOMCOTTON,R,AR,2016,November
Fidel Castro created hell on earth for the Cuban people. He will now become intimately familiar with what he wrought.,210,2009,3088,SENTOMCOTTON,R,AR,2016,November
Cheering for the Dardanelle Sand Lizards tonight during their game against Shiloh Christian!,2,1,20,SENTOMCOTTON,R,AR,2016,November
Let's go @RazorbackFB! #WPS https://t.co/yuXxCykr4k,2,1,14,SENTOMCOTTON,R,AR,2016,November
"RT @CIA: Remembering CIAs Heroes: Johnny Micheal Spann
https://t.co/ySEjsBinW9
#inmemoriam https://t.co/yLBirNtnV8",26,161,433,SENTOMCOTTON,R,AR,2016,November
Wishing you and your family a #HappyThanksgiving. https://t.co/UUVatK5kwM https://t.co/boJfbUwOK5,6,4,52,SENTOMCOTTON,R,AR,2016,November
"This #Thanksgiving, we should give thanks to all the men &amp; women serving our nation and defending our country._ https://t.co/IcRWoaiWgw",13,37,93,SENTOMCOTTON,R,AR,2016,November
We should remember all men and women in uniform &amp; keep them in our prayers of thanksgiving today and every day._ https://t.co/YDAsuBU3Eg,4,33,104,SENTOMCOTTON,R,AR,2016,November
"From the whole Cotton family to yours, #HappyThanksgiving! https://t.co/jdrBXneOXM https://t.co/dwbkZNfwRq",9,22,124,SENTOMCOTTON,R,AR,2016,November
My statement on Facebook's development of a censorship tool for possible use in China https://t.co/aKNxXysyHq,7,83,81,SENTOMCOTTON,R,AR,2016,November
My statement on Federal Judges decision to grant an injunction against DOL #OvertimeRule. https://t.co/YdanvRuPR6 https://t.co/6cQHNub6PD,93,84,70,SENTOMCOTTON,R,AR,2016,November
"Do you know an Arkansan who has made an impact on their community?
#ArkansanOfTheWeek https://t.co/U3UrGH83nC",4,6,13,SENTOMCOTTON,R,AR,2016,November
Join me in celebrating #NPS100 birthday I encourage you to take advantage of our national parks in Arkansas! https://t.co/FPIXCDXorW,5,2,23,SENTOMCOTTON,R,AR,2016,November
Joining the @hughhewitt radio show shortly. Tune in!,4,1,16,SENTOMCOTTON,R,AR,2016,November
Dont miss my next newsletter. Sign up here &gt; https://t.co/uDcX7hWXl6 https://t.co/RXH9ZwCjM3,0,4,7,SENTOMCOTTON,R,AR,2016,November
"ICYMI: I joined @RobyBrock on @KATVNews to discuss #Iran, lame-duck Congress, and #Obamacare. WATCH: https://t.co/O7Vl92GAYG",7,9,15,SENTOMCOTTON,R,AR,2016,November
A #veteran in need should not wait for help. The #Veterans Crisis Hotline bill I cosponsored now heads to the presidents desk.,8,55,94,SENTOMCOTTON,R,AR,2016,November
Jacks example from Vietnam contributed to my decision to join the Army. #ArkansanOfTheWeek https://t.co/m07VG3HUCv,3,9,28,SENTOMCOTTON,R,AR,2016,November
"The ""No #Veteran Crisis Line Call Should Go Unanswered"" bill I cosponsored now heads to the presidents desk for a signature.",5,19,50,SENTOMCOTTON,R,AR,2016,November
Join me in celebrating #NPS100 birthdayI encourage you to take advantage of our national parks in Arkansas! https://t.co/Vtca5vbMu8,3,1,18,SENTOMCOTTON,R,AR,2016,November
"Do you know an Arkansan who has made an impact on their community?
#ArkansanOfTheWeek https://t.co/1q65n7VURk",1,2,5,SENTOMCOTTON,R,AR,2016,November
"Need help with the IRS, VA, or Social Security? My office can help! https://t.co/BrIqLMMKcL",3,9,16,SENTOMCOTTON,R,AR,2016,November
"RT @RobyBrock: #arpx . @SenTomCotton deflects on Trump post, discusses future Congressional issues https://t.co/SlNn6JLj0O (VIDEO)",3,5,3,SENTOMCOTTON,R,AR,2016,November
Proud to recognize Jack Shatford as this weeks #ArkansanOfTheWeek https://t.co/6p1otOJRVB,0,4,19,SENTOMCOTTON,R,AR,2016,November
Lets go @ArkRazorbacks Beat Mississippi State! #WPS #GoHogs,3,4,28,SENTOMCOTTON,R,AR,2016,November
Senator @marcorubio &amp; I introduced the Hong Kong Human Rights and Democracy Act: https://t.co/43XA3vKQoE https://t.co/v2vbWhKYTy,3,18,25,SENTOMCOTTON,R,AR,2016,November
Dont miss my next newsletter. Sign up here &gt; https://t.co/y1eh6HIkq2 https://t.co/mykrU2InL4,2,1,13,SENTOMCOTTON,R,AR,2016,November
I spoke with the crew at @1037TheBuzz to give my NFL &amp; college picks. LISTEN HERE: https://t.co/6dZT8dgO27,1,3,5,SENTOMCOTTON,R,AR,2016,November
Jacks example from Vietnam contributed to my decision to join the Army. #ArkansanOfTheWeek https://t.co/CFRnHa0XKm,7,8,47,SENTOMCOTTON,R,AR,2016,November
Cheering for the Dardanelle Sand Lizards tonight in their game against Dumas!,4,3,24,SENTOMCOTTON,R,AR,2016,November
"""The Cotton-Rubio bill would reaffirm the principles of the 1992 United States-Hong Kong Policy Act via @WSJ https://t.co/pMDtWtSyeC",2,22,29,SENTOMCOTTON,R,AR,2016,November
Thanks to all who came out for the Ft. Chaffee #VeteransDay Parade last week to honor our vets. https://t.co/C4vtGvV6NB,1,9,23,SENTOMCOTTON,R,AR,2016,November
Senator @marcorubio &amp; I introduced the Hong Kong Human Rights and Democracy Act: https://t.co/43XA3vKQoE https://t.co/ow8rBcCrKO,2,47,70,SENTOMCOTTON,R,AR,2016,November
Jacks example from Vietnam contributed to my decision to join the Army. #ArkansanOfTheWeek https://t.co/MsOIVv9sId,1,19,41,SENTOMCOTTON,R,AR,2016,November
READ U.S. Solidarity for Hong Kong via @WSJ https://t.co/R9xibhw98w,1,4,9,SENTOMCOTTON,R,AR,2016,November
Join me in celebrating #NPS100 birthdayI encourage you to take advantage of our national parks in Arkansas! https://t.co/mdUFCEets5,6,10,33,SENTOMCOTTON,R,AR,2016,November
Senator @marcorubio &amp; I introduced the Hong Kong Human Rights and Democracy Act: https://t.co/43XA3vKQoE https://t.co/ht7ycLPJ3Z,4,20,34,SENTOMCOTTON,R,AR,2016,November
"Our Armed Forces are the ones begging for help, and we are the ones obligated to provide it. WATCH: https://t.co/ZBcmJS2dVK",26,351,396,SENTOMCOTTON,R,AR,2016,November
Cotton Warns of Russian &amp; Chinese Aggressiveness In Call for Supplemental Defense Spending via @weeklystandard https://t.co/KgTD3c69wA,11,45,43,SENTOMCOTTON,R,AR,2016,November
Proud to recognize Jack Shatford as this weeks #ArkansanOfTheWeek https://t.co/ksZcAWeKlD https://t.co/3fXHVxYyGa,0,3,10,SENTOMCOTTON,R,AR,2016,November
"In national security, fundamentally, the strategy and the threats we face have to drive our budget. #DefOneSummit https://t.co/hBo1wlAnpD",7,17,34,SENTOMCOTTON,R,AR,2016,November
"RT @AStateMB: _ #AStateMB at Georgetown
_ 5:30 PM (CT)
_ McDonough Arena
_ @953theticket
__ @FS1
__ https://t.co/sosYK1pJOV
#WolvesUp https:/_",0,13,19,SENTOMCOTTON,R,AR,2016,November
"I will soon introduce a $26 billion emergency-spending request, a lifeline to our overworked warfighters. WATCH: https://t.co/Rxz1RNBaYC",18,92,153,SENTOMCOTTON,R,AR,2016,November
RT @FreeBeacon: .@SenTomCotton to Introduce $26 Billion Defense Supplemental Funding https://t.co/pxQAKRuiIU https://t.co/30v81hwSDA,4,27,35,SENTOMCOTTON,R,AR,2016,November
Great discussion with @SangerNYT during the #DefOneSummit this morning. WATCH HERE: https://t.co/JQ4OzFiRbD,4,11,13,SENTOMCOTTON,R,AR,2016,November
Speaking now at the #DefOneSummit. Tune in here: https://t.co/rFsQxkxYbz https://t.co/fPZZBODe6t,1,7,9,SENTOMCOTTON,R,AR,2016,November
Senator @marcorubio &amp; I introduced the Hong Kong Human Rights and Democracy Act: https://t.co/qGf5cQBmop https://t.co/jMSfjy2ble,14,99,107,SENTOMCOTTON,R,AR,2016,November
I plan to offer a $26 billion emergency- spending defense supplemental for FY 2017. WATCH: https://t.co/4jzFEujrrt,16,70,109,SENTOMCOTTON,R,AR,2016,November
I spoke with the crew at @1037TheBuzz to give my NFL &amp; college picks. LISTEN HERE: https://t.co/n8gpkwDlBj,2,0,9,SENTOMCOTTON,R,AR,2016,November
Cotton urges Trump to hike defense spending via @dcexaminer https://t.co/JP3XaCoQ4u,13,42,59,SENTOMCOTTON,R,AR,2016,November
"Tom Cotton: SCOTUS, Military Spending Should Top Trumps First Days via @newsmax https://t.co/wbum3GzPtX",2,21,46,SENTOMCOTTON,R,AR,2016,November
"Great meeting with Hong Kong democracy activist, @joshuawongcf today. https://t.co/szSUDOVLDU",6,27,49,SENTOMCOTTON,R,AR,2016,November
Yesterday I joined MSNBCs @Morning_Joe to discuss President-Elect Trump and the #IranDeal. WATCH: https://t.co/VmOwp2e5dP,8,25,43,SENTOMCOTTON,R,AR,2016,November
This morning I joined the @hughhewitt radio show to discuss Androids &amp; DOD buildup. LISTEN: https://t.co/TIZacCtv8f,3,17,27,SENTOMCOTTON,R,AR,2016,November
Joining @1037TheBuzz shortly to give my NFL &amp; college football picks. Tune in!,0,0,7,SENTOMCOTTON,R,AR,2016,November
Joining the @hughhewitt radio show shortly. Tune in!,3,5,16,SENTOMCOTTON,R,AR,2016,November
Joining @foxandfriends shortly. Tune in! https://t.co/H2SHNO4Dn1,9,42,111,SENTOMCOTTON,R,AR,2016,November
RT @DefenseOne: Start Thursday with @SenTomCotton at the #DefOneSummit and see defense through the eyes of Congress. https://t.co/keO5OBxn5_,2,14,27,SENTOMCOTTON,R,AR,2016,November
"Cotton: Trump, Congress need to reduce legal and illegal immigration via @FoxNews https://t.co/0V0cIJvhhI",14,54,81,SENTOMCOTTON,R,AR,2016,November
I appeared on @TuckerCarlsons inaugural show last night. WATCH HERE: https://t.co/qlzkPxLpNT,5,36,92,SENTOMCOTTON,R,AR,2016,November
This morning I joined MSNBCs @Morning_Joe to discuss President-elect Trump and the #IranDeal. WATCH: https://t.co/IJhtq3q6IZ,9,31,57,SENTOMCOTTON,R,AR,2016,November
My statement on President Obamas remarks about #Iran: https://t.co/TVLsC7jbdf https://t.co/wbSUtXWX67,10,165,98,SENTOMCOTTON,R,AR,2016,November
This morning I joined @KASUradio to discuss the GOP majority congress and President-elect Trump. https://t.co/ZFPZ9TyfnM,4,5,23,SENTOMCOTTON,R,AR,2016,November
This morning I joined MSNBCs @Morning_Joe to discuss President-elect Trump and the #IranDeal. WATCH: https://t.co/yY4hM0bJMa,6,15,39,SENTOMCOTTON,R,AR,2016,November
Joining @KASUradio shortly. Tune in!,1,0,5,SENTOMCOTTON,R,AR,2016,November
Joining MSNBC's @Morning_Joe shortly. Tune in! https://t.co/j2PnFi2U3s,2,4,16,SENTOMCOTTON,R,AR,2016,November
Great to be on @TuckerCarlson's inaugural show tonight. WATCH: https://t.co/WIZ4XlQfsp,3,16,78,SENTOMCOTTON,R,AR,2016,November
Joining @TuckerCarlson Tonight on @FoxNews shortly. Tune in! https://t.co/KUb8wCHq2N,8,12,82,SENTOMCOTTON,R,AR,2016,November
My statement on President Obamas remarks about #Iran. https://t.co/Z0XiWSRTfs,8,33,34,SENTOMCOTTON,R,AR,2016,November
