text,replies,retweets,favorites,user,party,state,year,month
Governor @NikkiHaley is a strong leader who will be an outstanding ambassador to the United Nations.,16,91,247,LINDSEYGRAHAMSC,R,SC,2016,November
About to speak with @FoxNews @BillHemmer.,30,8,18,LINDSEYGRAHAMSC,R,SC,2016,November
Will be speaking with @FoxNews this morning at 10 am. Tune in.,24,9,23,LINDSEYGRAHAMSC,R,SC,2016,November
I was honored to receive the Marine Corps Reserve Association (MCRA) Frank M. Tejeda Leadership Award last week in_ https://t.co/kwVlTLXegT,24,18,159,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @skropf47: Sen @LindseyGrahamSC praises Jeff Sessions for AG. ""A fine, decent man and principled conservative ... earned right to serve""",6,9,15,LINDSEYGRAHAMSC,R,SC,2016,November
".@SenatorSessions is a fine, decent man &amp; principled conservative. He has the experience and ability to serve as Attorney General of the US.",101,59,121,LINDSEYGRAHAMSC,R,SC,2016,November
RT @PardesSeleh: Graham: Put @tedcruz On The Supreme Court https://t.co/nbxosGdeeX @benshapiro @realDailyWire https://t.co/c7aO1ZOkwN,36,87,180,LINDSEYGRAHAMSC,R,SC,2016,November
".@NikkiHaley's done a good job as Governor of South Carolina. Shes talented, capable and would do a good job in any_ https://t.co/yMz3LecpC7",37,37,174,LINDSEYGRAHAMSC,R,SC,2016,November
"On @tedcruz for Supreme Court: He's a smart, constitutional conservative in the mold of Justice Scalia. WATCH: https://t.co/ImKCqONh4t",64,50,80,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @postandcourier: .@LindseyGrahamSC on @realdonaldtrump's secretary of state pick: ""If it's @nikkihaley, I'll support her. She's very tal_",12,12,24,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @postandcourier: .@LindseyGrahamSC on @nikkihaley: ""She did a good job as governor of #SouthCarolina... at the end of the day I would su_",2,4,16,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @postandcourier: .@LindseyGrahamSC on @CNN: ""I'm going to push back when I need to push back... but I try to help presidents, including_",7,16,30,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @postandcourier: On @CNN, @LindseyGrahamSC says @tedcruz ""would fit the bill"" for Scalia-like nominee to #SCOTUS.",5,9,7,LINDSEYGRAHAMSC,R,SC,2016,November
Scheduled to speak with @CNN in just a few minutes. Hope you tune in.,18,3,28,LINDSEYGRAHAMSC,R,SC,2016,November
Scheduled to speak with @CNN for a few minutes today starting at 10:55 am.,13,8,24,LINDSEYGRAHAMSC,R,SC,2016,November
RT @Emma_Dumain: .@LindseyGrahamSC held court today with the congressional press corps. Here's my takeaway: https://t.co/KTbqFvsQ3k,33,12,22,LINDSEYGRAHAMSC,R,SC,2016,November
RT @JoePerticone: .@LindseyGrahamSC Says He Would Support Rudy Giuliani as Trump's Secretary of State https://t.co/h5yEJsOFoH,27,10,12,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @cam_joseph: .@LindseyGrahamSC praises Giuiani, Jeff Sessions, John Bolton as potential Trump administration picks. Giuliani is ""a perso_",14,11,12,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @LisaMascaro: Sen Graham calls for congressional hearing on ""Russia's misadventures"" worldwide -- including poss cyberhack of #DNC #Elec_",34,117,174,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @woodruffbets: Lindsey Graham says Obama has done a ""damn good job"" on the transition. ""I just cannot thank him enough for behaving the_",118,425,1042,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @BenjySarlin: Sen Graham says he doesn't know Bannon, but that Breitbart ""was a friendly site to the alt right. I don't like them and th_",19,106,314,LINDSEYGRAHAMSC,R,SC,2016,November
RT @cam_joseph: .@LindseyGrahamSC: I believe that Jeff Sessions has earned the right to serve President Trump in the highest levels... goo_,5,7,12,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @SabrinaSiddiqui: Lindsey Graham: ""I think Jeff Sessions has earned the right to serve Donald Trump in the highest levels.""",10,7,12,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @Emma_Dumain: Graham: Trump ""is right"" to want to end sequestration of military spending.",2,9,11,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @Emma_Dumain: Graham on Steve Bannon appointment in Trump's WH: ""I've never met him, I wouldn't know him if he walked thru the door.""",9,8,7,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @JFKucinich: Sen.Graham said when it comes to Russia he's going to be a ""hard ass"" - says he wants to look into a range of things inc. h_",8,31,90,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @Emma_Dumain: Graham: ""When it comes to all things Russia I'm gonna be kind of a hard ass.""",7,17,61,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @woodruffbets: Graham says Tom Cotton an Jeff Sessions would both be ""good choices"" for SecDef",6,11,20,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @SabrinaSiddiqui: Lindsey Graham on immigration under Trump: ""I will not vote for a bill that quite frankly treats a grandmother and a d_",25,339,518,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @joshrogin: Graham on Trump's immigration policies: ""I think his position is evolving.""",8,19,22,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @arogDC: Sen Graham says Ted Cruz would get ""a lot of votes"" from Senate colleagues if Trump nominated him for SCOTUS",36,37,34,LINDSEYGRAHAMSC,R,SC,2016,November
"RT @SabrinaSiddiqui: Lindsey Graham tells reporters he wants to focus on ""common ground"" with Trump but will continue to make it known when_",6,11,53,LINDSEYGRAHAMSC,R,SC,2016,November
Will be holding a pen and pad briefing with reporters today at 4:30 pm in S-316 of the Capitol.,29,6,30,LINDSEYGRAHAMSC,R,SC,2016,November
No better person to represent president-elect than well-respected @Reince. I look forward to working with them to move country forward. 2/2,191,82,192,LINDSEYGRAHAMSC,R,SC,2016,November
Congrats to @realDonaldTrump for outstanding choice of @Reince to be Chief of Staff. This shows me he is serious about governing. (1/2),383,129,248,LINDSEYGRAHAMSC,R,SC,2016,November
My statement on Secretary Clinton's concession speech. https://t.co/fCxtcMkQnJ,92,65,224,LINDSEYGRAHAMSC,R,SC,2016,November
My statement on the 2016 Presidential election. https://t.co/r6FpkWPRpT,349,192,308,LINDSEYGRAHAMSC,R,SC,2016,November
Congrats to Mark Sanford. @MarkSanford continues to be a rock-solid fiscal conservative in Washington! https://t.co/hsdiQ2ntSu,23,18,47,LINDSEYGRAHAMSC,R,SC,2016,November
Congrats to Trey Gowdy! @TGowdySC is a national treasure for the Republican Party! https://t.co/OrP0QrYhGU,34,101,290,LINDSEYGRAHAMSC,R,SC,2016,November
Congrats to @CongJoeWilson! Americas military and our men and women in uniform have no better friend! https://t.co/qFXl45fDQz,8,19,43,LINDSEYGRAHAMSC,R,SC,2016,November
Congrats to @MickMulvaney. Mick is a rising star when it comes to getting Americas fiscal house in order! https://t.co/lN3jDElGof,3,20,38,LINDSEYGRAHAMSC,R,SC,2016,November
"Congrats to my congressman, Jeff Duncan. @Duncan4Congress is a leader in the fight to ensure Americas energy indep_ https://t.co/M58vjJxG6L",7,13,43,LINDSEYGRAHAMSC,R,SC,2016,November
Job well done Tom Rice! @TomRiceSC7 is a problem-solving champion who is a fighter for his district! #ElectionNight https://t.co/k7OlqXxSN4,5,13,23,LINDSEYGRAHAMSC,R,SC,2016,November
"Tim Scott's a decent, hard-working, smart political leader who was rightly rewarded by the voters of South Carolina_ https://t.co/wocWbC2Ucy",24,56,166,LINDSEYGRAHAMSC,R,SC,2016,November
I voted @Evan_McMullin for President. I appreciate his views on a strong America and the need to rebuild our military. #3,1815,1885,3831,LINDSEYGRAHAMSC,R,SC,2016,November
"In the prez race, voting for Hillary Clinton was always a non-starter and I couldnt go where Donald Trump wanted to take the USA &amp; GOP. #2",160,165,353,LINDSEYGRAHAMSC,R,SC,2016,November
I enthusiastically cast my ballot for my friend and colleague @VoteTimScott and other down-ballot Republicans running for office. #1,59,104,296,LINDSEYGRAHAMSC,R,SC,2016,November
RT @CoyoteBrody: What a great event today at the @TeamMcCain #sAZoffice! Thanks to @JeffFlake @dougducey and to @LindseyGrahamSC for the fi_,8,13,31,LINDSEYGRAHAMSC,R,SC,2016,November
RT @CROBZONA: Amazing time and honor meeting @dougducey @LindseyGrahamSC well at a rally with @TeamMcCain #Election2016 #AzSen https://t.co_,4,10,23,LINDSEYGRAHAMSC,R,SC,2016,November
"You know you're an Alaskan when -27C is considered ""much warmer"". https://t.co/OxTrsZz68b",1,9,16,LISAMURKOWSKI,R,AK,2016,November
Thank you to the G.A.L.s group for the work that they are doing to ensure a better future for Alaskans! https://t.co/6KfblwoEfc,1,2,18,LISAMURKOWSKI,R,AK,2016,November
"(2/2) By passing this bill, we will utilize technology to meet healthcare needs for Alaskans in rural areas. https://t.co/diITQ5rzdc",1,2,4,LISAMURKOWSKI,R,AK,2016,November
(1/2) Proud to support #ECHOAct to increase access to high-quality healthcare in hard-to-reach areas including much of rural Alaska.,0,2,11,LISAMURKOWSKI,R,AK,2016,November
I want to encourage Alaskans to get out on Small Business Saturday &amp; support the drivers of our local economies! https://t.co/4quKInlnHH,4,5,10,LISAMURKOWSKI,R,AK,2016,November
I wish everyone a #HappyThanksgiving today! https://t.co/hNMX2Xz9sn,1,8,18,LISAMURKOWSKI,R,AK,2016,November
Some good tips! https://t.co/EbASwLdVB9,1,5,3,LISAMURKOWSKI,R,AK,2016,November
"(2/2) There is no limit to what we can accomplish when we work together, build partnerships &amp; find solutions in our differences.",1,4,22,LISAMURKOWSKI,R,AK,2016,November
"(1/2) Humbled to receive Panetta Institutes '16 Jefferson-Lincoln Award, recognizing bipartisan leadership in publ_ https://t.co/AG8LHaBcUs",5,13,54,LISAMURKOWSKI,R,AK,2016,November
(2/2) Public health workers serve in so many different ways - from epidemiologists to nurses - all who help to improve health of our nation,1,1,10,LISAMURKOWSKI,R,AK,2016,November
(1/2) As we approach Thanksgiving &amp; reflect about all we are thankful for I want to extend my gratitude to public health workers. #PHTYD,1,3,6,LISAMURKOWSKI,R,AK,2016,November
"Another successful Rock/Stevens Smokehouse Gala held in honor of 2 great Alaskans, celebrating Alaska Native ways o_ https://t.co/tLNpFEDBdt",0,4,13,LISAMURKOWSKI,R,AK,2016,November
Pleased @usedgov granted AK's request for a waiver from federal testing due to technical glitches this year: https://t.co/AmbFeslTCV.,5,1,4,LISAMURKOWSKI,R,AK,2016,November
RT @EnergyGOP: from its Proposed Final Program for Outer Continental Shelf (OCS) leasing for 2017-2022 https://t.co/so6YBEBSnL (2/2) #ene_,1,4,7,LISAMURKOWSKI,R,AK,2016,November
RT @EnergyGOP: Sen. @lisamurkowski @SenDanSullivan @repdonyoung condemn the Obama admin's decision to remove two #Alaska lease sales (1/2),3,12,12,LISAMURKOWSKI,R,AK,2016,November
"So sad to hear of the passing of Nancy McGuire, editor/publisher of the Nome Nugget. Her voice will be missed in No_ https://t.co/XjHv4GOWke",0,8,22,LISAMURKOWSKI,R,AK,2016,November
I wore purple in honor of #WorldPancreaticCancerDay to raise awareness &amp; support those impacted by it #InItTogether https://t.co/JvfI8ceeGh,0,5,16,LISAMURKOWSKI,R,AK,2016,November
About to speak on Senate floor to honor Alaska's law enforcement. Watch live here: https://t.co/9wpoZrQPhY,0,0,5,LISAMURKOWSKI,R,AK,2016,November
This OCS decision will tell us whether Obama admin. has chosen to seize an opportunity to grow our economy &amp; protect our security. (2/2),1,2,10,LISAMURKOWSKI,R,AK,2016,November
"Today I advocated for new lease sales in the Arctic, as Obama admin. is set to announce leasing plan for OCS energy_ https://t.co/IWfnKvkzMp",6,6,17,LISAMURKOWSKI,R,AK,2016,November
Way to go @AlaskaAir for taking flight with renewable fuel and blazing a trail for alternative energy resources! https://t.co/fVeCyocYEA,3,4,18,LISAMURKOWSKI,R,AK,2016,November
In Ottawa the past few days working #Arctic issues as U.S. Representative on the Standing Committee of Arctic Parli_ https://t.co/tfqkYigreQ,0,8,24,LISAMURKOWSKI,R,AK,2016,November
"RT @JohnOliverMP: Had the opportunity to speak about the Arctic region with US Senator @lisamurkowski, @Carolyn_Bennett and fellow colleagu_",1,7,16,LISAMURKOWSKI,R,AK,2016,November
Beautiful sight from the Veterans Day ceremony in the Mat-Su Valley last Friday. Nobody honors our veterans better_ https://t.co/l0d3vtizo1,0,2,28,LISAMURKOWSKI,R,AK,2016,November
Praying for quick &amp; full recovery for the officer. My heart goes out to the entire Department &amp; Anchorage community. https://t.co/CTz5vvnvGM,0,8,15,LISAMURKOWSKI,R,AK,2016,November
Happy birthday to the #USMC! For 241 years the U.S. Marine Corps has protected and served our nation with honor and_ https://t.co/S7GEGq7Nuh,2,4,29,LISAMURKOWSKI,R,AK,2016,November
My statement on the outcome of the Presidential election: https://t.co/FblI2n1lCh,12,5,25,LISAMURKOWSKI,R,AK,2016,November
"Heartbroken to hear of Edward Itta's passing. His knowledge of Arctic policy was 2nd to none, as was his passion fo_ https://t.co/fRPyVkNlep",7,2,20,LISAMURKOWSKI,R,AK,2016,November
Encouraging to see so many Alaskans helping victims of domestic violence by supporting @AWAICinc critical services. https://t.co/BRPFZEuUX8,0,3,11,LISAMURKOWSKI,R,AK,2016,November
"Humbled to join w/ others @ Anchorage Mayor's Prayer Breakfast, to pray for the city &amp; our local &amp; state leaders. https://t.co/m5iVNzVHik",1,0,13,LISAMURKOWSKI,R,AK,2016,November
About to go on live on Q99.7 Valley radio @ MY House. https://t.co/9KMGUUsDNZ,1,0,2,LISAMURKOWSKI,R,AK,2016,November
Beautiful day out in the Mat-Su Valley! https://t.co/M9rtuB4feN,0,2,10,LISAMURKOWSKI,R,AK,2016,November
Great to see ret. @USAF Master Sgt. Reese Hines' progress/recovery @JBER since I saw him in '11 @WalterReedArmy aft_ https://t.co/FqMKdeU05c,2,0,3,LISAMURKOWSKI,R,AK,2016,November
Toured the Traumatic Brain Injury clinic at JBER &amp; saw why its #1 for USAF. Staff provides invaluable support for_ https://t.co/LhhKNUuWov,0,4,10,LISAMURKOWSKI,R,AK,2016,November
"Thanks @SBAgov for holding a Military &amp; Veteran Resources Open House for continuing education, employment assistanc_ https://t.co/RLSLSRJh4W",0,1,1,LISAMURKOWSKI,R,AK,2016,November
Congrats @kinrossgold Fort Knox Mine - the most productive gold mine in AK history - on your 20th anniversary. https://t.co/X55hhGuqT2,0,4,12,LISAMURKOWSKI,R,AK,2016,November
Great step in addressing AK's unique comms challenges - ensuring Alaskans stay connected no matter where they live. https://t.co/EeIJU9WKJD,0,0,3,LISAMURKOWSKI,R,AK,2016,November
Thanks @USCG &amp; good Samaritans on Sweet Pea for rescuing 5 souls. Your response &amp; willingness to serve is inspiring! https://t.co/nmZOKUfVL6,0,1,7,LISAMURKOWSKI,R,AK,2016,November
Great news! House took final step to send our bill awarding #OSS vets with the Congressional Gold Medal to @POTUS t_ https://t.co/hZmm58v4g3,4,31,64,MARKWARNER,D,VA,2016,November
Introduced a bill to create a permanent pipeline for innovators &amp; entrepreneurs into government by enshrining @InnovFellows program into law,6,36,71,MARKWARNER,D,VA,2016,November
"RT @osssociety: ""Will Congress Finally Honor Secret Heroes of WWII?"" @jaketapper @TheLeadCNN https://t.co/TF9RABE8Ym",3,17,42,MARKWARNER,D,VA,2016,November
#ICYMI: my take on how to fix an economy that no longer works for everyone. https://t.co/VnodCIK08V,3,31,35,MARKWARNER,D,VA,2016,November
RT @kristina_wong: Congress set to honor OSS veterans with medal https://t.co/qEp7HGqg1X https://t.co/1PnNQ5uL9q,0,17,25,MARKWARNER,D,VA,2016,November
.@nytimes: Fast floor action to help thousands of coal miners is the obvious way forward. https://t.co/H8ZX5doVyN,2,12,15,MARKWARNER,D,VA,2016,November
My heart goes out to friends &amp; family of all of those injured in #OhioState attack. This type of violence has no place in our society.,8,22,48,MARKWARNER,D,VA,2016,November
Congrats @virginia_tech for clinching the ACC Coastal Division title! _____https://t.co/0njXh3eTHb,5,40,205,MARKWARNER,D,VA,2016,November
Small businesses are the lifeblood of our local economies. Hope you'll @ShopSmall this #SmallBizSat https://t.co/cpJsTLgstp,1,21,61,MARKWARNER,D,VA,2016,November
Happy Thanksgiving! Thankful to be able to represent all Virginians as your Senator. https://t.co/Wwyf15A6lC,6,8,149,MARKWARNER,D,VA,2016,November
"Getting an early start on my holiday shopping @kramerbooks. As you do yours, hope you'll #shopsmall this Saturday. https://t.co/q50GEHnPBW",1,10,66,MARKWARNER,D,VA,2016,November
Important Q @virginia_tech: Will @TheHokieBird be renamed ketchup after their arrival? Potential gesture of good_ https://t.co/HzGWE90gkp,1,8,20,MARKWARNER,D,VA,2016,November
"Its not perfect, but we can't roll back the progress we've made. Tell us why #CoverageMatters &amp; how the #ACA has h_ https://t.co/qPGvYeFdLw",20,18,61,MARKWARNER,D,VA,2016,November
3 Virginians die a day from opioid abuse. Declaring it a health emergency will help create more partnerships &amp; provide much needed relief.,8,46,85,MARKWARNER,D,VA,2016,November
RT @IndianEmbassyUS: Ambassador @NavtejSarna meeting with Senator @MarkWarner . Agreed on continued engagement to strengthen India- US ties_,4,21,68,MARKWARNER,D,VA,2016,November
"5 yrs. after we launched, VASEM still bringing together the Commonwealth's leaders in science, engineering &amp; medici_ https://t.co/ke3s3TInLJ",3,3,11,MARKWARNER,D,VA,2016,November
"No, I have not been kidnapped. Skyped in to discuss the new economy &amp; the #EvolutionOfWork w/@freelancersu @ NY Fed https://t.co/AcBE6OuZ6E",2,6,33,MARKWARNER,D,VA,2016,November
"RT @freelancersu: Senator @MarkWarner ""Now is the time and this is the space to create the social safety net for the 21st Century."" #evolut_",0,7,16,MARKWARNER,D,VA,2016,November
"This is great news. Those who served our country in the OSS deserve to be honored for their heroic, pioneering cont_ https://t.co/67YPJLIg87",1,20,63,MARKWARNER,D,VA,2016,November
"DNI Clapper has served our country with honor &amp; distinction for more than 50 years. Wish him &amp; Sue all the best on a long, happy retirement.",4,8,33,MARKWARNER,D,VA,2016,November
Looking ahead: We have to do more to help communities hurt by technology &amp; globalization. https://t.co/Q1Z2CoUFQC,11,33,80,MARKWARNER,D,VA,2016,November
RT @VAChamber: Senator @MarkWarner kicking off our 2016 Virginia Congressional Luncheon in Washington #vabiz https://t.co/rKRXQR1rdb,1,6,11,MARKWARNER,D,VA,2016,November
"RT @mitchellreports: .@MarkWarner: If we don't address the anger and angst that was heard last week, then we're not doing our duty for Amer_",73,38,151,MARKWARNER,D,VA,2016,November
"If you're by a TV, I'll be checking in with @mitchellreports momentarily.",12,3,13,MARKWARNER,D,VA,2016,November
"Honored to serve as new Vice Chair of the Intelligence Committee. In a dangerous world, our responsibilities are more essential than ever.",12,33,176,MARKWARNER,D,VA,2016,November
Will be on @Morning_Joe at 8:30am &amp; @SquawkCNBC at 8:40am. Tune in!,9,4,13,MARKWARNER,D,VA,2016,November
Looking forward to this - tune in tomorrow at 8:30am. I'll be talking about the path forward following the election. https://t.co/t3Ek9oWTJj,9,15,46,MARKWARNER,D,VA,2016,November
"I'm in heaven. Talking data and cyber with 1,000 wonks @Splunk #GovSummit. @SplunkGov https://t.co/bNzCmohZfV",0,30,46,MARKWARNER,D,VA,2016,November
RT @SplunkGov: .@MarkWarner highlights the importance of #cybersecurity education so people are prepared to fill jobs. #GovSummit https://t_,0,5,12,MARKWARNER,D,VA,2016,November
.@gwenifill was a trailblazer in media &amp; her journalistic professionalism will be greatly missedperhaps at a time when we'll need it most.,3,45,128,MARKWARNER,D,VA,2016,November
".@SenatorDole: It is time to honor_all the heroes of the OSS, with a Congressional Gold Medal. https://t.co/3lYIERCvqm",0,5,16,MARKWARNER,D,VA,2016,November
Happy #VeteransDay! Today lets renew our commitment to ensure that our veterans have the support they have earned_ https://t.co/pdQPWylyAK,8,43,96,MARKWARNER,D,VA,2016,November
"RT @ODUnow: Sen. @MarkWarner, Pres. Broderick, and military veterans addressed the crowd at todays Veterans Day observance. https://t.co/h_",3,12,16,MARKWARNER,D,VA,2016,November
Great work underway here @EVMSedu in #HRVA https://t.co/xWn57d0k2l,3,2,11,MARKWARNER,D,VA,2016,November
Thanks to @USMC for 241 yrs. of service #HappyBirthdayMarines _______ https://t.co/SfZoHlhrdl,1,9,24,MARKWARNER,D,VA,2016,November
#ElectionDay is finally here. It's now up to the American people to decide the future of this country. Go vote! https://t.co/A7XrYAu5s8,4,21,91,MARKWARNER,D,VA,2016,November
Don't forget to celebrate democracy &amp; go out and vote today. #ElectionDay https://t.co/UV1whNjx0S,1,6,42,MARKWARNER,D,VA,2016,November
RT @NoVaTechCouncil: Leveraging and training a new #cyber forensic workforce is critical -Sen. @MarkWarner #CapitalCyber,2,3,5,MARKWARNER,D,VA,2016,November
"RT @NoVaTechCouncil: @MarkWarner, a #cyber advocate in Virginia, greets the crowd #CapitalCyber https://t.co/a5YxsiRRpe",0,7,7,MARKWARNER,D,VA,2016,November
20k veterans hired by 700 Va. employers a year ahead of goal. V3 is a great initiative. __https://t.co/fE9PkWOgkU,2,11,26,MARKWARNER,D,VA,2016,November
"RT @FortMonroeNPS: Happy 5th Anniversary to Fort Monroe National Monument! Thanks to President Obama, citizens, and elected officials. http_",0,10,17,MARKWARNER,D,VA,2016,November
We must seek a peaceful resolution to #DAPL conflict that respects desire of the tribe to protect their water and historic sacred sites.,4,30,63,MARTINHEINRICH,D,NM,2016,November
I am gravely concerned about escalation of violence in ND against Standing Rock Sioux Tribe &amp; those standing in solidarity with them.,2,14,49,MARTINHEINRICH,D,NM,2016,November
"I sent this letter to @POTUS questioning the decision to close #DAPL protest area to demonstrators on December 5, 2_ https://t.co/ICqtHx9oaM",16,78,133,MARTINHEINRICH,D,NM,2016,November
"Over 6,500 #Dreamers are contributing to NM - and making our state stronger. I'll continue fighting to #SaveDACA https://t.co/YfcvOjC9zy",0,10,31,MARTINHEINRICH,D,NM,2016,November
"In NM, &amp; across the country there are #DREAMers working to become doctors, scientists, lawyers, and engineers. https://t.co/sCc8cBLmMM",1,4,14,MARTINHEINRICH,D,NM,2016,November
Last year I shared stories of #Dreamers from NM. There is power in these stories. Speak up &amp; share your #DACAstory https://t.co/HYgogd4KLb,0,8,13,MARTINHEINRICH,D,NM,2016,November
The President of the United States has a responsibility first and foremost to the American people. #EmolumentsClause,11,23,57,MARTINHEINRICH,D,NM,2016,November
Today I joined @SenatorCardin in calling on Trump to comply with Constitution by truly severing relationship with private business.,9,43,92,MARTINHEINRICH,D,NM,2016,November
"RT @SenatorCardin: Hoping to avoid a Constitutional crisis, I've introduced #EmolumentsClause resolution. No President is above the law htt_",124,1204,1436,MARTINHEINRICH,D,NM,2016,November
RT @SenWhitehouse: Tune in today @CSPAN 2 at ~4:45pm for my 150th climate speech. Time to wake up &amp; #draintheswamp of special interests blo_,32,64,121,MARTINHEINRICH,D,NM,2016,November
Proud to cosponsor #ECHOAct led by @SenBrianSchatz &amp; @SenOrrinHatch to make @ProjectECHO's pioneering work a national model for telehealth.,2,4,4,MARTINHEINRICH,D,NM,2016,November
"Families across NM, in our rural &amp; tribal communities, deserve access to high-quality health care no matter where they live.",3,4,26,MARTINHEINRICH,D,NM,2016,November
Bill to integrate @UNM groundbreaking @ProjectECHO telehealth model across the country passes the Senate! #ECHOAct https://t.co/VxDyVvUL9V,1,1,5,MARTINHEINRICH,D,NM,2016,November
Congratulations Taos for being named best ski town in the country! @USATODAY: https://t.co/zClo2dJdFZ,3,12,21,MARTINHEINRICH,D,NM,2016,November
I will fight against any effort to seize our public lands or undo legacy of over a century of conservation policy. https://t.co/kd6GPxY1Lf,3,17,50,MARTINHEINRICH,D,NM,2016,November
These are the types of impacts of climate change we will continue to see unless we #ActOnClimate https://t.co/Xpkinc3Mpv,4,16,17,MARTINHEINRICH,D,NM,2016,November
Small businesses are the backbone of New Mexico's economy. #ShopSmall today! https://t.co/kUr1ecRqoT,2,6,8,MARTINHEINRICH,D,NM,2016,November
It's a great day to spend some time outdoors! #OptOutside https://t.co/NpPDXzNENG,2,8,36,MARTINHEINRICH,D,NM,2016,November
No pipeline is worth more than the clean water that we all depend on. This pipeline is not worth the life of a single protester.,10,159,370,MARTINHEINRICH,D,NM,2016,November
No pipeline is worth more than the respect we hold for our Native American neighbors.,9,122,284,MARTINHEINRICH,D,NM,2016,November
"Today, I am calling on the President and the Army Corps of Engineers to reroute the Dakota Access pipeline. https://t.co/caNVtspNCp",33,265,536,MARTINHEINRICH,D,NM,2016,November
Making plans for Thanksgiving? NM State Parks will be open &amp; free to the public on Friday! #OptOutside https://t.co/n3ePbdNSLC,0,10,23,MARTINHEINRICH,D,NM,2016,November
Proud to lend a hand to ensure Urban's construction business in NM was paid for work they completed. https://t.co/r8HdCjKCyx,1,0,4,MARTINHEINRICH,D,NM,2016,November
A few clean energy facts to be grateful for on Thanksgiving. https://t.co/tsL3iGbRru,1,3,12,MARTINHEINRICH,D,NM,2016,November
It was an honor to be part of the veterans tele-health ribbon cutting ceremony in Harding County. https://t.co/kWCRJ0j87f,2,1,4,MARTINHEINRICH,D,NM,2016,November
"America's public lands are not for sale. @jackhealyNYT @kljohnso cover ""Battle Lines Over Trumps Lands Policy"" https://t.co/pcsRSIpgwF",1,22,19,MARTINHEINRICH,D,NM,2016,November
ICYMI listen to my interview with KRTN of Raton about my Rural Health Care Listening Tour: https://t.co/KZCnpt3yMU,1,0,1,MARTINHEINRICH,D,NM,2016,November
"Renewable energy projects like wind farms are not only in demand, but also create jobs for communities in NM. https://t.co/ONp6p8ChGZ",2,7,20,MARTINHEINRICH,D,NM,2016,November
"Thank you to the Vote Bison Coalition for giving me the National
Mammal Award! #nationalmammal https://t.co/pcSN5mM7pU",1,2,16,MARTINHEINRICH,D,NM,2016,November
"Maybe this is just part of ""Chinese hoax"" - I don't think so. We need action to accelerate #cleanenergy now. https://t.co/yrUsU5EJYA",1,13,28,MARTINHEINRICH,D,NM,2016,November
RT @novapbs: Something has gone horribly wrong in the Arctic. https://t.co/nCSkmPehfE #NOVAnext https://t.co/mdn4HKHdKu,7,229,112,MARTINHEINRICH,D,NM,2016,November
ICYMI - listen to my interview on @KRWG's Voice of the Public here: https://t.co/GylxJYBQgp,0,2,4,MARTINHEINRICH,D,NM,2016,November
I will always fight to keep NM's military installations strong &amp; grow their missions. https://t.co/Czy2VyQZS2,1,2,7,MARTINHEINRICH,D,NM,2016,November
"Any admin that tries to reverse 100-year history of #PublicLands that belong to every American, is going to have to do it over my dead body.",31,283,532,MARTINHEINRICH,D,NM,2016,November
Had a great time on @KRWG's Voice of the Public! Thank you to everyone who called in and Edmundo for having me on the air.,0,4,7,MARTINHEINRICH,D,NM,2016,November
42 additional F-16s are coming to @HollomanAFB! Proud @USAirForce chose NM to lead the nation in addressing shortage of fighter pilots.,1,2,6,MARTINHEINRICH,D,NM,2016,November
"RT @brianschatz: A little perspective on Japanese Internment from the great Senator Daniel K. Inouye, h/t @nielslesniewski https://t.co/uNe_",3,49,46,MARTINHEINRICH,D,NM,2016,November
Lookin forward to @JECDems Economic Outlook hearing tomorrow with @federalreserve Chair Janet Yellen https://t.co/T4bwQ1tkHe,1,2,1,MARTINHEINRICH,D,NM,2016,November
Looking forward to using new leadership position as @JECDems ranking member to better focus Congress on making our economy work for everyone,0,2,13,MARTINHEINRICH,D,NM,2016,November
Congrats to our newly elected minority leader @SenSchumer! Also glad to see my friends @SenatorBaldwin &amp; @SenSanders on new leadership team.,0,3,11,MARTINHEINRICH,D,NM,2016,November
#TeamHeinrich is hosting Mobile Office Hours in Grants today from 11am- 1pm. All are welcome to attend! https://t.co/ky4vMkmXFZ,0,0,1,MARTINHEINRICH,D,NM,2016,November
I'll continue to fight to reduce devastating affects of climate change. Things going to get worse if we dont act. https://t.co/Fsc9sJknJw,5,11,45,MARTINHEINRICH,D,NM,2016,November
"Earth to Giuliani. Getting less than half the popular vote is no ""mandate."" https://t.co/nfKMCQMaVk",7,22,64,MARTINHEINRICH,D,NM,2016,November
